ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
638,GFZ Helmholtz Centre for Geosciences,https://openalex.org/I4210152878,DE,funder,gfz helmholtz centre for geosciences,Renewable_Energy_General
639,Zhejiang A & F University,https://openalex.org/I1284762954,CN,funder,zhejiang a f university,Renewable_Energy_General
640,University of Michigan,https://openalex.org/I27837315,US,funder,university of michigan,Renewable_Energy_General
641,Université de Lille,https://openalex.org/I2279609970,FR,funder,université de lille,Renewable_Energy_General
642,University of Guelph,https://openalex.org/I79817857,CA,funder,university of guelph,Renewable_Energy_General
643,University of Bayreuth,https://openalex.org/I54009628,DE,education,university of bayreuth,Renewable_Energy_General
644,Universidade Estadual de Campinas (UNICAMP),https://openalex.org/I181391015,BR,funder,universidade estadual de campinas unicamp,Renewable_Energy_General
645,Bayer (Germany),https://openalex.org/I67348948,DE,funder,bayer germany,Renewable_Energy_General
646,China University of Mining and Technology,https://openalex.org/I25757504,CN,funder,china university of mining and technology,Renewable_Energy_General
647,Northwestern University,https://openalex.org/I111979921,US,funder,northwestern university,Renewable_Energy_General
648,Northeastern University,https://openalex.org/I12912129,US,funder,northeastern university,Unknown
649,Oklahoma State University,https://openalex.org/I115475287,US,funder,oklahoma state university,Renewable_Energy_General
650,University of Concepción,https://openalex.org/I172787465,CL,funder,university of concepción,Renewable_Energy_General
651,University of the Highlands and Islands,https://openalex.org/I5857645,GB,funder,university of the highlands and islands,Wind_Energy_Impacts
652,Universidad de Las Palmas de Gran Canaria,https://openalex.org/I119635470,ES,funder,universidad de las palmas de gran canaria,Renewable_Energy_General
653,Danish Cattle Research Centre,https://openalex.org/I4210104150,DK,facility,danish cattle research centre,Renewable_Energy_General
654,University of Idaho,https://openalex.org/I155093810,US,funder,university of idaho,Renewable_Energy_General
655,Swedish Meteorological and Hydrological Institute,https://openalex.org/I1293302089,SE,government,swedish meteorological and hydrological institute,Renewable_Energy_General
656,Yale University,https://openalex.org/I32971472,US,funder,yale university,Renewable_Energy_General
657,University Hospital of Basel,https://openalex.org/I2802542264,CH,healthcare,university hospital of basel,Wind_Energy_Impacts
658,Instituto de Ciencias Agrarias,https://openalex.org/I4210109820,ES,facility,instituto de ciencias agrarias,Renewable_Energy_General
659,University of Arizona,https://openalex.org/I138006243,US,funder,university of arizona,Renewable_Energy_General
660,Institute of Natural Sciences,https://openalex.org/I2801223450,BE,funder,institute of natural sciences,Renewable_Energy_General
661,"Czech Academy of Sciences, Institute of Vertebrate Biology",https://openalex.org/I4210144542,CZ,facility,czech academy of sciences institute of vertebrate biology,Land_Use_Bioenergy
662,Beijing Botanical Garden,https://openalex.org/I2800525753,CN,archive,beijing botanical garden,Solar_Biomass_Production
663,University of Eastern Finland,https://openalex.org/I175532246,FI,funder,university of eastern finland,Renewable_Energy_General
664,Irkutsk State University,https://openalex.org/I93251985,RU,funder,irkutsk state university,Renewable_Energy_General
665,Wagga Wagga Base Hospital,https://openalex.org/I4210153760,AU,healthcare,wagga wagga base hospital,Solar_Biomass_Production
666,Université Paris-Sud,https://openalex.org/I102197404,FR,funder,université paris-sud,Renewable_Energy_General
667,Nazi Boni University,https://openalex.org/I3131918342,BF,education,nazi boni university,Renewable_Energy_General
668,University of Maine,https://openalex.org/I7947594,US,funder,university of maine,Renewable_Energy_General
669,Michigan Technological University,https://openalex.org/I11957088,US,funder,michigan technological university,Renewable_Energy_General
670,Florida State University,https://openalex.org/I103163165,US,funder,florida state university,Renewable_Energy_General
671,Caraga State University,https://openalex.org/I210563421,PH,education,caraga state university,Renewable_Energy_General
672,Université de Toulon,https://openalex.org/I143002897,FR,education,université de toulon,Hydropower_Aquatic
673,The University of Texas at San Antonio,https://openalex.org/I45438204,US,funder,the university of texas at san antonio,Renewable_Energy_General
674,Newcastle University,https://openalex.org/I84884186,GB,funder,newcastle university,Renewable_Energy_General
675,Queen Mary University of London,https://openalex.org/I166337079,GB,funder,queen mary university of london,Renewable_Energy_General
676,Northern Arizona University,https://openalex.org/I203172682,US,funder,northern arizona university,Renewable_Energy_General
677,Queen's University Belfast,https://openalex.org/I126231945,GB,funder,queens university belfast,Renewable_Energy_General
678,Wheaton College - Illinois,https://openalex.org/I73236664,US,education,wheaton college - illinois,Renewable_Energy_General
679,University of Oulu,https://openalex.org/I98381234,FI,funder,university of oulu,Renewable_Energy_General
680,Geocenter Denmark,https://openalex.org/I4210151315,DK,other,geocenter denmark,Renewable_Energy_General
681,Clinical Research Center Kiel,https://openalex.org/I4210164599,DE,facility,clinical research center kiel,Renewable_Energy_General
682,Utah State University,https://openalex.org/I121980950,US,funder,utah state university,Renewable_Energy_General
683,Marche Polytechnic University,https://openalex.org/I122534668,IT,funder,marche polytechnic university,Renewable_Energy_General
684,Engineering and Physical Sciences Research Council,https://openalex.org/I1299528221,GB,government,engineering and physical sciences research council,Wind_Energy_Impacts
685,Queensland University of Technology,https://openalex.org/I160993911,AU,funder,queensland university of technology,Renewable_Energy_General
686,"Laboratoire Interdisciplinaire Sciences, Innovations, Sociétés",https://openalex.org/I4387156373,,facility,laboratoire interdisciplinaire sciences innovations sociétés,Hydropower_Aquatic
687,Institute of Chemical and Engineering Sciences,https://openalex.org/I4210105704,SG,funder,institute of chemical and engineering sciences,Renewable_Energy_General
688,Integral Consulting (United States),https://openalex.org/I4210163578,US,company,integral consulting united states,Renewable_Energy_General
689,Institut National de la Recherche Agronomique du Niger,https://openalex.org/I4210095625,NE,government,institut national de la recherche agronomique du niger,Wind_Energy_Impacts
690,Naturalis Biodiversity Center,https://openalex.org/I1295562517,NL,funder,naturalis biodiversity center,Renewable_Energy_General
691,Minnesota Department of Natural Resources,https://openalex.org/I1322780083,US,government,minnesota department of natural resources,Renewable_Energy_General
692,Institute of Bioorganic Chemistry and Petrochemistry V.P. Kukhar,https://openalex.org/I4210117011,UA,facility,institute of bioorganic chemistry and petrochemistry vp kukhar,Renewable_Energy_General
693,Fondazione Edmund Mach,https://openalex.org/I103225651,IT,other,fondazione edmund mach,Renewable_Energy_General
694,Peregrine Power (United States),https://openalex.org/I4210124211,US,company,peregrine power united states,Wind_Energy_Impacts
695,University of Salzburg,https://openalex.org/I182212641,AT,funder,university of salzburg,Renewable_Energy_General
696,Justus-Liebig-Universität Gießen,https://openalex.org/I200763008,DE,funder,justus-liebig-universität gießen,Renewable_Energy_General
697,Brunel University of London,https://openalex.org/I59433898,GB,funder,brunel university of london,Wind_Energy_Impacts
698,Universidade Federal de Mato Grosso,https://openalex.org/I32725510,BR,education,universidade federal de mato grosso,Hydropower_Aquatic
699,Duke University,https://openalex.org/I170897317,US,funder,duke university,Renewable_Energy_General
700,Pohang University of Science and Technology,https://openalex.org/I123900574,KR,funder,pohang university of science and technology,Renewable_Energy_General
701,Massachusetts Department of Environmental Protection,https://openalex.org/I1333017430,US,government,massachusetts department of environmental protection,Renewable_Energy_General
702,Instituto Superior de Engenharia do Porto,https://openalex.org/I4392738089,,facility,instituto superior de engenharia do porto,Renewable_Energy_General
703,Bayerische Landesanstalt für Wald und Forstwirtschaft,https://openalex.org/I4210136256,DE,facility,bayerische landesanstalt für wald und forstwirtschaft,Renewable_Energy_General
704,Centro Universitario de la Defensa en San Javier,https://openalex.org/I4210100615,ES,funder,centro universitario de la defensa en san javier,Renewable_Energy_General
705,Forschungszentrum Jülich,https://openalex.org/I171892758,DE,funder,forschungszentrum jülich,Renewable_Energy_General
706,University of Warmia and Mazury in Olsztyn,https://openalex.org/I47996466,PL,funder,university of warmia and mazury in olsztyn,Renewable_Energy_General
707,Université Claude Bernard Lyon 1,https://openalex.org/I100532134,FR,funder,université claude bernard lyon 1,Renewable_Energy_General
708,Malaysian Palm Oil Board,https://openalex.org/I1322209998,MY,government,malaysian palm oil board,Renewable_Energy_General
709,Tianjin University,https://openalex.org/I162868743,CN,funder,tianjin university,Renewable_Energy_General
710,University of Washington Applied Physics Laboratory,https://openalex.org/I4210138199,US,facility,university of washington applied physics laboratory,Wind_Energy_Impacts
711,University of Rhode Island,https://openalex.org/I17626003,US,funder,university of rhode island,Renewable_Energy_General
712,KTH Royal Institute of Technology,https://openalex.org/I86987016,SE,funder,kth royal institute of technology,Renewable_Energy_General
713,Rainforest Alliance,https://openalex.org/I1311482700,US,nonprofit,rainforest alliance,Renewable_Energy_General
