ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
7631,James Fairhead,,https://openalex.org/A5113829173,james fairhead,Wind_Energy_Impacts
7632,P. Rothery,,https://openalex.org/A5024617916,p rothery,Wind_Energy_Impacts
7633,Charles R. Weaver,,https://openalex.org/A5033667482,charles r weaver,Renewable_Energy_General
7634,Julie Urquhart,0000-0001-5000-4630,https://openalex.org/A5006452361,julie urquhart,Renewable_Energy_General
7635,L. S. O. Johansson,,https://openalex.org/A5111200265,l s o johansson,Solar_Biomass_Production
7636,Siti Indati Mustapa,0000-0003-0058-6091,https://openalex.org/A5068709071,siti indati mustapa,Renewable_Energy_General
7637,Susanne Stoll‐Kleemann,0000-0003-4118-3408,https://openalex.org/A5088031336,susanne stollkleemann,Renewable_Energy_General
7638,Donghoon Kim,0000-0003-3142-4458,https://openalex.org/A5100448787,donghoon kim,Renewable_Energy_General
7639,Mi Jung Park,0000-0002-1136-1763,https://openalex.org/A5035915200,mi jung park,Hydropower_Aquatic
7640,Patrick K. Takahashi,,https://openalex.org/A5005168044,patrick k takahashi,Renewable_Energy_General
7641,Monia Niero,0000-0001-6275-6944,https://openalex.org/A5058341982,monia niero,Renewable_Energy_General
7642,Jiahao Zeng,0000-0003-2121-7287,https://openalex.org/A5101932944,jiahao zeng,Renewable_Energy_General
7643,Francisco Ucán-Marín,,https://openalex.org/A5025223742,francisco ucán-marín,Wind_Energy_Impacts
7644,Marı́a Jesús Martı́nez,0000-0003-2166-1097,https://openalex.org/A5066930483,marıa jesús martınez,Renewable_Energy_General
7645,Alister Scott,0000-0001-7551-5162,https://openalex.org/A5084344900,alister scott,Renewable_Energy_General
7646,Jiun-Jiun Ferng,,https://openalex.org/A5009194981,jiun-jiun ferng,Renewable_Energy_General
7647,Thaïsa Way,0000-0002-9179-9705,https://openalex.org/A5003553447,thaïsa way,Renewable_Energy_General
7648,Tomonari Akamatsu,0000-0003-2661-6199,https://openalex.org/A5040375490,tomonari akamatsu,Wind_Energy_Impacts
7649,Kevin D. Friedland,0000-0003-3887-0186,https://openalex.org/A5081203501,kevin d friedland,Wind_Energy_Impacts
7650,J. M. García‐Lastra,0000-0001-5311-3656,https://openalex.org/A5013853207,j m garcíalastra,Solar_Biomass_Production
7651,Saliha Öner,0000-0002-2644-8204,https://openalex.org/A5035081503,saliha öner,Renewable_Energy_General
7652,Shin‐ichi Ishikawa,0000-0002-6961-3484,https://openalex.org/A5078575315,shinichi ishikawa,Renewable_Energy_General
7653,Richard E. Austic,,https://openalex.org/A5108199486,richard e austic,Renewable_Energy_General
7654,B. Gjevik,,https://openalex.org/A5079876301,b gjevik,Wind_Energy_Impacts
7655,Jun Cheng,0000-0002-8492-5136,https://openalex.org/A5101439168,jun cheng,Unknown
7656,Kathy Fletcher,,https://openalex.org/A5108220166,kathy fletcher,Wind_Energy_Impacts
7657,C Gardner,0000-0003-0324-4337,https://openalex.org/A5022363556,c gardner,Wind_Energy_Impacts
7658,Mehdi Motevasel,0000-0002-4313-7643,https://openalex.org/A5057043694,mehdi motevasel,Renewable_Energy_General
7659,Sarah J. Dolman,0000-0002-0513-525X,https://openalex.org/A5089654603,sarah j dolman,Unknown
7660,Anne Kirketerp Friis,,https://openalex.org/A5060883802,anne kirketerp friis,Renewable_Energy_General
7661,Eleni Iacovidou,0000-0001-6841-0995,https://openalex.org/A5022590449,eleni iacovidou,Renewable_Energy_General
7662,Julie Williams,0000-0002-8861-0596,https://openalex.org/A5002783760,julie williams,Hydropower_Aquatic
7663,Christian C. Voigt,0000-0002-0706-3974,https://openalex.org/A5052091382,christian c voigt,Unknown
7664,Richard Inger,0000-0003-1660-3706,https://openalex.org/A5022890499,richard inger,Renewable_Energy_General
7665,David Rudolph,0000-0002-9602-7122,https://openalex.org/A5076204828,david rudolph,Renewable_Energy_General
7666,Laura German,0000-0003-4943-4515,https://openalex.org/A5049812993,laura german,Renewable_Energy_General
7667,С. И. Чумаченко,0000-0002-9766-3083,https://openalex.org/A5062948790,с и чумаченко,Renewable_Energy_General
7668,Olaf Bastian,,https://openalex.org/A5082720599,olaf bastian,Renewable_Energy_General
7669,Annia Rodríguez‐San Pedro,0000-0002-2615-7669,https://openalex.org/A5024108147,annia rodríguezsan pedro,Wind_Energy_Impacts
7670,L T Aarts,0009-0004-6667-0661,https://openalex.org/A5062059331,l t aarts,Renewable_Energy_General
7671,Veronique Adriaenssens,,https://openalex.org/A5113741466,veronique adriaenssens,Renewable_Energy_General
7672,Ratcha Chaichana,0000-0003-0244-9736,https://openalex.org/A5056206887,ratcha chaichana,Renewable_Energy_General
7673,Ulrike Wissen Hayek,0000-0002-6314-5018,https://openalex.org/A5031730959,ulrike wissen hayek,Renewable_Energy_General
7674,R. J. M. Crawford,,https://openalex.org/A5111883938,r j m crawford,Wind_Energy_Impacts
7675,CD MacLeod,,https://openalex.org/A5013002435,cd macleod,Wind_Energy_Impacts
7676,Gustav Resch,0000-0001-6122-4081,https://openalex.org/A5053946099,gustav resch,Renewable_Energy_General
7677,Ruth Stevenson,,https://openalex.org/A5033599058,ruth stevenson,Renewable_Energy_General
7678,L. Reijnders,0000-0002-2969-0661,https://openalex.org/A5008882558,l reijnders,Renewable_Energy_General
7679,Miguel Alcalde,0000-0001-6780-7616,https://openalex.org/A5086302402,miguel alcalde,Renewable_Energy_General
7680,J. Richard Hess,0000-0002-9655-7537,https://openalex.org/A5044641525,j richard hess,Renewable_Energy_General
7681,D.O. Hall,,https://openalex.org/A5110887933,do hall,Renewable_Energy_General
7682,Christophe Béné,0000-0002-7078-9241,https://openalex.org/A5066942900,christophe béné,Renewable_Energy_General
7683,Anna Filipkowska,0000-0001-9989-3352,https://openalex.org/A5041581277,anna filipkowska,Renewable_Energy_General
7684,Miquel De Cáceres,0000-0001-7132-2080,https://openalex.org/A5064440415,miquel de cáceres,Renewable_Energy_General
7685,Christine Bratrich,,https://openalex.org/A5029552355,christine bratrich,Renewable_Energy_General
7686,Simone Vincenzi,0000-0002-8436-8608,https://openalex.org/A5090292595,simone vincenzi,Renewable_Energy_General
7687,Joanne Potts,0000-0003-2752-5539,https://openalex.org/A5000258829,joanne potts,Renewable_Energy_General
7688,Karen K. Hill,,https://openalex.org/A5103390948,karen k hill,Renewable_Energy_General
7689,M. Semenenko,0000-0003-3885-8099,https://openalex.org/A5056335299,m semenenko,Solar_Biomass_Production
7690,Lee J. Baumgartner,0000-0002-1237-5163,https://openalex.org/A5037557996,lee j baumgartner,Hydropower_Aquatic
7691,Christian Deusner,0000-0001-9331-2991,https://openalex.org/A5007867545,christian deusner,Renewable_Energy_General
7692,Marco Manzone,0000-0003-0754-6869,https://openalex.org/A5060298678,marco manzone,Renewable_Energy_General
7693,Kenneth J. Roberts,,https://openalex.org/A5112424277,kenneth j roberts,Renewable_Energy_General
7694,Christine S. Evans,,https://openalex.org/A5103483271,christine s evans,Renewable_Energy_General
7695,Miguel Ángel Balboa-Murias,,https://openalex.org/A5025928404,miguel ángel balboa-murias,Renewable_Energy_General
7696,Jian Hou,,https://openalex.org/A5100877188,jian hou,Solar_Biomass_Production
7697,Armin Bischoff,0000-0003-2865-8720,https://openalex.org/A5091721065,armin bischoff,Renewable_Energy_General
7698,Malin L. Pinsky,0000-0002-8523-8952,https://openalex.org/A5073865249,malin l pinsky,Renewable_Energy_General
7699,B. J. Cosby,0000-0001-5645-3373,https://openalex.org/A5042586242,b j cosby,Renewable_Energy_General
7700,D. J. Nixon,,https://openalex.org/A5112003178,d j nixon,Solar_Biomass_Production
7701,Oili Tarvainen,0000-0002-3965-7400,https://openalex.org/A5072811876,oili tarvainen,Solar_Biomass_Production
7702,Kurt D. Fausch,0000-0001-5825-7560,https://openalex.org/A5082237452,kurt d fausch,Hydropower_Aquatic
7703,Borges,,https://openalex.org/A5105757945,borges,Renewable_Energy_General
7704,Per Åberg,,https://openalex.org/A5089811264,per åberg,Hydropower_Aquatic
7705,Mark Rylatt,,https://openalex.org/A5082012939,mark rylatt,Renewable_Energy_General
7706,Anna SchnÃ ⁄ rer,,https://openalex.org/A5109852182,anna schnã rer,Hydropower_Aquatic
7707,Kenneth G. Renard,,https://openalex.org/A5112564876,kenneth g renard,Renewable_Energy_General
7708,Victor N. de Jonge,0000-0003-4714-6333,https://openalex.org/A5084546290,victor n de jonge,Renewable_Energy_General
7709,Ferdinando Boero,0000-0002-6317-2710,https://openalex.org/A5069109515,ferdinando boero,Hydropower_Aquatic
7710,Cheng Seong Khor,0000-0003-3093-0332,https://openalex.org/A5058199595,cheng seong khor,Renewable_Energy_General
7711,Michael Zettlitzer,,https://openalex.org/A5034201683,michael zettlitzer,Renewable_Energy_General
7712,David M. Post,0000-0003-1434-7729,https://openalex.org/A5033287348,david m post,Renewable_Energy_General
7713,André R. Breton,,https://openalex.org/A5109701856,andré r breton,Renewable_Energy_General
7714,Stanislav V. Vassilev,0000-0002-7278-8218,https://openalex.org/A5011931338,stanislav v vassilev,Solar_Biomass_Production
7715,Barry Nicholls,,https://openalex.org/A5077011357,barry nicholls,Wind_Energy_Impacts
7716,Çağan H. Şekercioğlu,0000-0003-3193-0377,https://openalex.org/A5041949700,çağan h şekercioğlu,Hydropower_Aquatic
7717,N. LeRoy Poff,0000-0002-1390-8742,https://openalex.org/A5059702424,n leroy poff,Renewable_Energy_General
7718,George W. Thomson,,https://openalex.org/A5085287947,george w thomson,Solar_Biomass_Production
7719,Timo Karjalainen,0000-0002-4429-646X,https://openalex.org/A5051013998,timo karjalainen,Renewable_Energy_General
7720,Clara Serrano,0000-0001-9503-3558,https://openalex.org/A5018185656,clara serrano,Hydropower_Aquatic
7721,Susan Owens,,https://openalex.org/A5052585886,susan owens,Renewable_Energy_General
7722,Hidenobu Kunii,0000-0001-8948-1610,https://openalex.org/A5073763725,hidenobu kunii,Solar_Biomass_Production
7723,S. Lems,,https://openalex.org/A5063398840,s lems,Renewable_Energy_General
7724,Riccardo Battisti,,https://openalex.org/A5085349748,riccardo battisti,Renewable_Energy_General
7725,KR Clarke,,https://openalex.org/A5111526699,kr clarke,Hydropower_Aquatic
7726,Per R. Jonsson,0000-0002-1793-5473,https://openalex.org/A5041592614,per r jonsson,Renewable_Energy_General
7727,Constantinos A. Balaras,0000-0002-4323-3651,https://openalex.org/A5019613489,constantinos a balaras,Renewable_Energy_General
7728,Guihua Chen,0000-0002-7103-5150,https://openalex.org/A5101528370,guihua chen,Solar_Biomass_Production
7729,Stanley D. Smith,,https://openalex.org/A5031981079,stanley d smith,Renewable_Energy_General
7730,Amir F.N. Abdul-Manan,0000-0002-3180-7646,https://openalex.org/A5034268366,amir fn abdul-manan,Renewable_Energy_General
7731,Marco Lugli,0000-0002-7248-6279,https://openalex.org/A5071941839,marco lugli,Renewable_Energy_General
7732,W Dyck,,https://openalex.org/A5112411031,w dyck,Renewable_Energy_General
7733,Vladimir Pozdnyakov,0000-0002-2640-9213,https://openalex.org/A5075566425,vladimir pozdnyakov,Renewable_Energy_General
7734,Michael J. Dunnington,,https://openalex.org/A5089238457,michael j dunnington,Renewable_Energy_General
7735,John Davis,0000-0003-1164-9000,https://openalex.org/A5070851322,john davis,Renewable_Energy_General
7736,Bruce A. Menge,0000-0002-2981-9517,https://openalex.org/A5061657903,bruce a menge,Renewable_Energy_General
7737,Janet A. Nye,0000-0001-8554-2084,https://openalex.org/A5010058680,janet a nye,Wind_Energy_Impacts
7738,Sudhagar Mani,0000-0003-1920-8381,https://openalex.org/A5087687338,sudhagar mani,Hydropower_Aquatic
7739,K. Beven,,https://openalex.org/A5110223501,k beven,Renewable_Energy_General
7740,Arild Vatn,0000-0002-9092-8712,https://openalex.org/A5049513867,arild vatn,Renewable_Energy_General
7741,Martin P. Marzloff,0000-0002-8152-4273,https://openalex.org/A5063386274,martin p marzloff,Renewable_Energy_General
7742,Lakhveer Singh,0000-0002-4926-9778,https://openalex.org/A5045799000,lakhveer singh,Renewable_Energy_General
7743,Michael D. Szymanski,,https://openalex.org/A5002735574,michael d szymanski,Renewable_Energy_General
7744,Yan Li,0000-0002-6336-0981,https://openalex.org/A5100784302,yan li,Unknown
7745,Gustavo A. Slafer,0000-0002-1766-4247,https://openalex.org/A5049125077,gustavo a slafer,Hydropower_Aquatic
7746,Yuhong Wei,0000-0002-5333-5547,https://openalex.org/A5028746554,yuhong wei,Renewable_Energy_General
7747,May Ji Chin,,https://openalex.org/A5109092444,may ji chin,Renewable_Energy_General
7748,Adam Liska,0000-0002-9323-744X,https://openalex.org/A5049464639,adam liska,Renewable_Energy_General
7749,Thayse Aparecida Dourado Hernandes,0000-0003-3569-0999,https://openalex.org/A5016500642,thayse aparecida dourado hernandes,Renewable_Energy_General
7750,Garry W. McDonald,0000-0002-1113-8529,https://openalex.org/A5108060516,garry w mcdonald,Renewable_Energy_General
7751,Yael Samuel Samuel,,https://openalex.org/A5034922853,yael samuel samuel,Wind_Energy_Impacts
7752,Niclas Scott Bentsen,0000-0002-5130-0818,https://openalex.org/A5046170784,niclas scott bentsen,Renewable_Energy_General
7753,Beatrice Smyth,0000-0002-2983-2404,https://openalex.org/A5006107163,beatrice smyth,Renewable_Energy_General
7754,Carlos Vanegas,,https://openalex.org/A5086284475,carlos vanegas,Renewable_Energy_General
7755,Juncal Nogales,,https://openalex.org/A5040817727,juncal nogales,Renewable_Energy_General
7756,Pierre Dutilleul,0000-0002-2381-3421,https://openalex.org/A5050573209,pierre dutilleul,Renewable_Energy_General
7757,Fabien Halter,0000-0001-8320-7792,https://openalex.org/A5039841845,fabien halter,Renewable_Energy_General
7758,W. Shockley,0000-0002-9504-7156,https://openalex.org/A5043077347,w shockley,Solar_Biomass_Production
7759,Jessica Bellarby,,https://openalex.org/A5071306746,jessica bellarby,Renewable_Energy_General
7760,Adrienne Ohler,0000-0001-9179-4325,https://openalex.org/A5062621541,adrienne ohler,Renewable_Energy_General
7761,Steve Carver,0000-0002-4202-8234,https://openalex.org/A5074973306,steve carver,Renewable_Energy_General
7762,Ernesto Pascotto,0000-0001-9257-333X,https://openalex.org/A5024550911,ernesto pascotto,Wind_Energy_Impacts
7763,Esther Thürig,0000-0002-7942-0395,https://openalex.org/A5061322612,esther thürig,Renewable_Energy_General
7764,Gary F. Moore,0000-0003-3369-9308,https://openalex.org/A5069040912,gary f moore,Solar_Biomass_Production
7765,H Anderson,0000-0002-4666-3622,https://openalex.org/A5013672395,h anderson,Renewable_Energy_General
7766,Hans‐Wilhelm Schiffer,0000-0003-0843-7488,https://openalex.org/A5086414764,hanswilhelm schiffer,Renewable_Energy_General
7767,Sujit Sen,0000-0003-3645-9596,https://openalex.org/A5010134115,sujit sen,Solar_Biomass_Production
7768,François Tardieu,0000-0002-7287-0094,https://openalex.org/A5053707346,françois tardieu,Solar_Biomass_Production
7769,Andrea Saltelli,0000-0003-4222-6975,https://openalex.org/A5040077936,andrea saltelli,Renewable_Energy_General
7770,Robert D. Holt,0000-0002-6685-547X,https://openalex.org/A5036099998,robert d holt,Renewable_Energy_General
7771,Wenqing Yang,0000-0003-2712-0320,https://openalex.org/A5103150978,wenqing yang,Renewable_Energy_General
7772,Sarah Kimball,0000-0003-3789-4741,https://openalex.org/A5077140714,sarah kimball,Solar_Biomass_Production
7773,R. C. Desai,0000-0002-8206-1442,https://openalex.org/A5026996774,r c desai,Renewable_Energy_General
7774,He‐Yau Kang,0000-0001-6799-0860,https://openalex.org/A5018759726,heyau kang,Renewable_Energy_General
7775,Jakob Gjøsæter,,https://openalex.org/A5061960145,jakob gjøsæter,Renewable_Energy_General
7776,Jochem Kail,0000-0003-4133-0973,https://openalex.org/A5062157471,jochem kail,Hydropower_Aquatic
7777,Leila Hatch,0000-0003-4331-8820,https://openalex.org/A5003519418,leila hatch,Wind_Energy_Impacts
7778,Said Diaf,0000-0003-4801-130X,https://openalex.org/A5027839166,said diaf,Renewable_Energy_General
7779,Sara H. Norström,,https://openalex.org/A5088127920,sara h norström,Renewable_Energy_General
7780,R.J. Zoetemeyer,,https://openalex.org/A5065958442,rj zoetemeyer,Renewable_Energy_General
7781,Aaron J. Lorenz,0000-0002-4361-1683,https://openalex.org/A5067470332,aaron j lorenz,Hydropower_Aquatic
7782,Y Aldentun,,https://openalex.org/A5071939682,y aldentun,Renewable_Energy_General
7783,Goran Krajačić,0000-0003-4481-8288,https://openalex.org/A5013131010,goran krajačić,Renewable_Energy_General
7784,Éric F. Lambin,0000-0002-0673-5257,https://openalex.org/A5072199060,éric f lambin,Renewable_Energy_General
7785,P. J. M. Cooper,,https://openalex.org/A5112147310,p j m cooper,Renewable_Energy_General
7786,Kimmo Suominen,0000-0001-5270-8519,https://openalex.org/A5028895649,kimmo suominen,Renewable_Energy_General
7787,Tanka P. Kandel,0000-0003-2543-9602,https://openalex.org/A5027998102,tanka p kandel,Solar_Biomass_Production
7788,Zhaoyin Wang,,https://openalex.org/A5111588385,zhaoyin wang,Hydropower_Aquatic
7789,Günnur Koçar,0000-0003-1142-8574,https://openalex.org/A5017837092,günnur koçar,Renewable_Energy_General
7790,Clive Fox,0000-0002-8449-0996,https://openalex.org/A5072085591,clive fox,Renewable_Energy_General
7791,Mónica Hernández‐Morcillo,,https://openalex.org/A5075628571,mónica hernándezmorcillo,Renewable_Energy_General
7792,Yousif K. Kharaka,0000-0001-9861-8260,https://openalex.org/A5049924056,yousif k kharaka,Renewable_Energy_General
7793,Valerie T. Eviner,0000-0001-5530-9417,https://openalex.org/A5040263036,valerie t eviner,Solar_Biomass_Production
7794,Chaoran Li,0009-0006-8386-0912,https://openalex.org/A5100753353,chaoran li,Hydropower_Aquatic
